PPN	Signatur_PPN	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	Weitere Nummer (Typ Signatur)	Weitere Nummer (Signatur)	Weitere Nummer (Typ Verlagsnr.)	Weitere Nummer (Verlagsnr.)	Weitere Nummer (Typ UPC)	Weitere Nummer (UPC)	Weitere Nummer (Typ Matrix)	Weitere Nummer (Matrix)	Datum	"Ort"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"GND-Name"	"Rolle"	"Name"	"Bemerkung"	
121946819	R 1856 121946819	Souvenir de l'African Jazz / Le Grand Kallé. African Jazz	Le Grand Kallé	"lin"	Enth.: Pepe. Yamare. Iyele. Cerquita. El que siempre sumaiz. Suki pembe na African Jazz. Biso banso bana Kisasa. Laora. Télégramme ya Suzi	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1856	Verlags-Bestellnummer	AJM 008					1970	""		"Musik,Kongo,Populäre Musik"	2004/345			Interpr.: Grand Kallé. African Jazz	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135431611,http://d-nb.info/gnd/3020346-6"	"Kabasele, Joseph,African Jazz"	"Interpretation (durch),Interpretation (durch)"	"Kabasele, Joseph,African Jazz"	"1930-1983,"	
122024680	R 2350 122024680	Le phénomène / Lucide-Galant		"und"	Enth.: Je reviens de loin. Mbemba. Nokomi kobanga. Sans anesthésie. Oyo vie ya scandale. Arriviste ya Panama. L'éspoir fait vivre. Amour Adjina	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2350	Verlags-Bestellnummer	70 202					1990	"Bagneux"	Lilian Ma-Ta-Vi Productions	"Musik,Kongo,Populäre Musik"	2004/276				Veröffentlichung (musikalisches Werk)	",http://d-nb.info/gnd/1060584751"	",Galant, Lucide"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Ma-Ta-Vi, Lilian,Galant, Lucide"	","	
122024850	R 2046 122024850	L'évenement! Rochereau et Franco à Paris / Tabu Ley Rocheraeu et Franco Luambo Makiadi		"und"	Enth.: Ngungi. Omona Wapi. Lisanga ya ba Nganga. Kabassele in Memoriam.	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2046	Verlags-Bestellnummer	GEN 103			Matrix-Nummer	Matrix-Nr.: MPO  I GEN103A;MPO I GEN103B	1983	"Brazzaville"	Genidia	"Musik,Kongo,Populäre Musik"	2004/272	Matrix-Nr.: MPO  I GEN103A;MPO I GEN103B		Interpr.: Franco. Tabu Ley	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/1034498649,http://d-nb.info/gnd/3028408-9"	"Ley, Tabu,Franco, Musiker,Afrisa International Orchestra"	"Beteiligte Person/Körperschaft,Interpretation (durch),Interpretation (durch)"	"Ley, Tabu,Franco <Musiker>,Afrisa International Orchestra"	"1940-2013,1938-1989,"	
122024982	R 2038 122024982	Désolé!!! / Mbilia Bel		"und"	Enth.: C'est trop tôt. Santé. Désolé. Zuwa ya Likukuma. Bandundu. Wynant. Esroniéyé. Biu-Mando	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2038	Verlags-Bestellnummer	66887-1			Matrix-Nummer	Matrixnummern: 66887 1 A, 66887 1 B	1991	"Brazzaville,S.l."	Kamara Sound, Celluloid	"Musik,Kongo,Populäre Musik"	2004/274	Matrixnummern: 66887 1 A, 66887 1 B		Interpr.: M'bilia Bel	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1074023617"	"Bel, M'bilia"	"Interpretation (durch)"	"Bel, M'bilia"	"1959-"	
122025067	R 2039 122025067	Beyanga / Mbilia Bel		"lin"	Enth.: Beyanga. Mano Mongba. Mobali na Ngai Wana. Napika	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2039	Verlags-Bestellnummer	GEN 120			Matrix-Nummer	Matrix-Nr.: 86/ 12 G E N 120  A AM;86 12 GE N 120 B AM	1986	"Brazzaville"	Genidia	"Musik,Kongo,Populäre Musik"	2004/273	Matrix-Nr.: 86/ 12 G E N 120  A AM;86 12 GE N 120 B AM		Interpr.: M'bilia Bel	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1074023617"	"Bel, M'bilia"	"Interpretation (durch)"	"Bel, M'bilia"	"1959-"	
122025164	R 903 122025164	Boya ye / Mbilia Bel		"lin,fre"	Enth. außerdem: Boya ye. Tonton Skol. Shawuri yako. Yamba ngai	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 903	Verlags-Bestellnummer	GEN 116			Matrix-Nummer	Matrix-Nr.: MPO GEN 116 A Y.D.;MPO GEN 116 B2 Y.D.	1985	"S.l."	Genidia	"Musik,Kongo,Lingala,Populäre Kultur"	55.644	Matrix-Nr.: MPO GEN 116 A Y.D.;MPO GEN 116 B2 Y.D.		Interpr.: Mbilia Bel	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1074023617"	"Bel, M'bilia"	"Interpretation (durch)"	"Bel, M'bilia"	"1959-"	
122025237	R 2041 122025237	Keyna et Cadence Mudanda / Mbilia Bel et Tabu Ley		"lin"	Enth.: Keyna. C'est toi que j'aime. Cadence Mudanda. Nakei Nairobi.	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 2041	Verlags-Bestellnummer	GEN 114			Matrix-Nummer	Matrix-Nr.: MPO 114 A AM;MPO 114 B AM	1984	"Brazzaville"	Genidia	"Musik,Kongo,Populäre Musik"	2004/268	Matrix-Nr.: MPO 114 A AM;MPO 114 B AM		Interpr.: M'bilia Bel. Tabu Ley	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/1074023617"	"Ley, Tabu,Bel, M'bilia"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Ley, Tabu,Bel, M'bilia"	"1940-2013,1959-"	
122025350	R 2043 122025350	Afro International / Jolie Detta		"und"	Enth.: Kobange. Osalangai Nini. Banga Infraction. Emati Nzete	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 2043	Verlags-Bestellnummer	EVVI 44					1985	"Kinshasa"	Izason	"Musik,Kongo,Populäre Musik"	2004/267			Interpr.: Jolie Detta	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/103491118X"	"Detta, Jolie"	"Interpretation (durch)"	"Detta, Jolie"	"1968-2008"	
122025571	R 2047 122025571	Afrisa L'International / Tabu Ley & l'Orchestre Afrisa		"lin"	Enth.: Afrisa L'International. Leki ya Mongali...Tosuki wapi. Tete Nakozonga. Marie-Lou. Marie-Lou. Nakwei Carreau. Dialogue. Lal a Biy. Sebene - 182. Libala to Cinema. Mofuku na Libenga	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 2047	Verlags-Bestellnummer	360.046					1973	"S.l."	African	"Musik,Kongo,Populäre Musik"	2004/266			Interpr.: Tabu Ley. Orchestre Afrisa	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/3028408-9"	"Ley, Tabu,Afrisa International Orchestra"	"Interpretation (durch),Interpretation (durch)"	"Ley, Tabu,Afrisa International Orchestra"	"1940-2013,"	
122025873	R 2048 122025873	Pitié / Tabu Ley & l'Orchestre Afrisa		"lin"	Enth.:  Pitié. Mongali. Londende. Felie. Objectif 80. Cassius Clay. Amitié Sénégalo Congolaise. Mathinda-Mathi	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2048	Verlags-Bestellnummer	360.040 B					1972	"S.l."	African	"Musik,Kongo,Populäre Musik"	2004/265			Interpr.: Tabu Ley. Orchestre Afrisa	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/3028408-9"	"Ley, Tabu,Afrisa International Orchestra"	"Interpretation (durch),Interpretation (durch)"	"Ley, Tabu,Afrisa International Orchestra"	"1940-2013,"	
122025903	R 2049 122025903	Sarah / Seigneur Tabu Ley avec l'Orchestre Afrisa International		"und"	Enth.: Sarah. Bwale. Tu as dis que. Residence Marina	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 2049	Verlags-Bestellnummer	GEN 113			Matrix-Nummer	Matrix-Nr.: AM MPO N° 113 A;AM MPO N° 113 B	1984	"Brazzaville"	Genidia	"Musik,Kongo,Populäre Musik"	2004/264	Matrix-Nr.: AM MPO N° 113 A;AM MPO N° 113 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/3028408-9"	"Ley, Tabu,Afrisa International Orchestra"	"Interpretation (durch),Interpretation (durch)"	"Ley, Tabu,Afrisa International Orchestra"	"1940-2013,"	
122026195	R 2051 122026195	Dr. Nico et les Redoutables aux USA / Dr. Nico & Les Redoutables		"und"	Enth.: Aimons les vieux. Qui est sérieux. Liberté de choix. Lomé loningisa	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 2051	Verlags-Bestellnummer	ANS 8412			Matrix-Nummer	Matrix-Nr.:WNL-410-A;WNL-410-B	1985	"Lomé"	Africa New Sound	"Musik,Kongo,Populäre Musik"	2004/261	Matrix-Nr.:WNL-410-A;WNL-410-B		Interpr.: Dr. Nico. Les Redoutables	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135147484,http://d-nb.info/gnd/3058937-X"	"Nico, Docteur,Redoutables (Musikgruppe)"	"Interpretation (durch),Interpretation (durch)"	"Nico <Docteur>,Redoutables"	"1939-1985,"	
122026543	R 2035 122026543	Massengo malingi yo / Trio Madjesi et Orchestre Sosoliso (avec la participation d'Air Zaire)		"lin"	Enth.: Massengo malingi yo. Madjesi. Buteur. Penalty. Sosoliso na Sosoliso 1er. Sosoliso na Sosoliso 2e. Bilingage. Obosani ba voyages	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2035	Verlags-Bestellnummer	360.043					1973	"Paris"	African	"Musik,Kongo,Populäre Musik"	2004/260	Auf Platten-Cover als Vol. 1 bezeichnet (nachfolg. Vols. sind nicht erschienen)		Interpr.: Trio Madjesi. Orchestre Sosoliso	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3059061-9,http://d-nb.info/gnd/3058938-1"	"Trio Madjesi (Musikgruppe),Orchestre Sosoliso"	"Interpretation (durch),Interpretation (durch)"	"Trio Madjesi,Orchestre Sosoliso"	","	
122026632	R 2050 122026632	Le Seigneur Rochereau dans la musique congolaise de variétés / Tabu Ley Rochereau & L'Orchestre African Fiesta National "Le Peuple"		"und"	Enth.: Laisse-toi aimer. Ki makango mpe libala. Mosolo. Marie Maria. Mokrana. Libala ya moyeke. Bonane na Noe͏̈l. Joujou Zewa	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 2050	Verlags-Bestellnummer	African 360.018 B, ISA - R. 102					1970	"S.l."	African	"Musik,Kongo,Populäre Musik"	2004/259				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/3058909-5"	"Ley, Tabu,African Fiesta"	"Interpretation (durch),Interpretation (durch)"	"Ley, Tabu,African Fiesta"	"1940-2013,"	
122026683	R 2052 122026683	Gigant-Afrique : the bombe atomique of Zairean music / Pépé Kallé		"und"	Enth.: Tiembe Raïd pa Moli. Cé Chalè Carnaval. Djoni Bitoto. Pon Moun Paka Bougé. Ndako ya Zeke	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2052	Verlags-Bestellnummer	ORB 062					1990	"London"	Globe Style	"Musik,Kongo,Populäre Musik"	2004/258			Interpr.: Pepe Kalle	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/138677433,http://d-nb.info/gnd/3029979-2"	"Pépé Kallé,Empire Bakuba"	"Interpretation (durch),Interpretation (durch)"	"Pépé Kallé,Empire Bakuba"	"1951-1998,"	
122050762	R 2217 122050762	L'argent ne fait pas le bonheur / Pépé Kallé	Eds. Kaluila	"und"	Enth.: L'argent ne fait pas le bonheur. Bolimbisa. Ami ya Bomuana. Vengi. Famo. Famo (Instrumental)	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2217	Verlags-Bestellnummer	KL 032, 310011	Produkt-Nummer	3307513100119	Matrix-Nummer	Matrix-Nr.: Y.D. A2 KL 032 A EX;89-11 Y.D. B KL 032 B EX	1988	"Paris"	Gefraco	"Musik,Kongo,Populäre Musik"	2004/275	Matrix-Nr.: Y.D. A2 KL 032 A EX;89-11 Y.D. B KL 032 B EX		Interpr.: Pépé Kallé	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/138677433"	"Pépé Kallé"	"Interpretation (durch)"	"Pépé Kallé"	"1951-1998"	
122050983	R 2194 122050983	Gaia / Ray Lema		"lin"	Enth.: Made in France. Ata n'dele. N'Dila. Hut of fun. Gaia. Africa mokili mobimba. Tato wa biso. Dada m'penzi. Techno dream. Nalelela	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2194	Verlags-Bestellnummer	162 539 895 - 1					1990	"New York"	Mango (Island Records)	"Musik,Kongo,Populäre Musik"	2004/277			Interpr.: Ray Lema	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134442881"	"Lema, Ray"	"Interpretation (durch)"	"Lema, Ray"	"1946-"	
122063317	R 1862 122063317	OK Jazz 1960/62 [Vol.1] / OK Jazz	Authenticité	"lin"	Enth.: Na Banzi Zozo. Maria de mi Vida. Bolingo ya Mbongo Mabe. La Mulata Congolaisa. Olongi ya Mayi ya Bwatu. Nono Bolingo na Mujos. Na ko Banza Mama na Mwana. Sakina Jacky. Sentiment Poto Poto. Mobembo Mabe Boye	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1862	Verlags-Bestellnummer	360.124			Matrix-Nummer	Matrix-Nr.: 360124 A;360124 B	1962	"S.l."	African	""	2004/270	Matrix-Nr.: 360124 A;360124 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034498649,http://d-nb.info/gnd/3015656-7"	"Franco, Musiker,Tout-Puissant OK Jazz"	"Interpretation (durch),Interpretation (durch)"	"Franco <Musiker>,Tout-Puissant OK Jazz"	"1938-1989,"	
122063813	R 2037 122063813	Moto Akokufa / Faya Tess - La Sirène d'eau douce		"und"	Enth.: Moto Akokufa. Sese Mwana ya yemo. Seli "Mo". Skol Eliki Nyonso	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 2037	Verlags-Bestellnummer	GEN 125			Matrix-Nummer	Matrix-Nr. GEN 12 5 A;GEN 125 B	1988	"S.l."	Genidia	"Musik,Kongo,Populäre Musik"	2004/271	Matrix-Nr. GEN 12 5 A;GEN 125 B		Interpr.: Tabu Ley. Afrisa International	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/1074023277,http://d-nb.info/gnd/3028408-9"	"Ley, Tabu,Tess, Faya,Afrisa International Orchestra"	"Musikalische Leitung (durch),Interpretation (durch),Interpretation (durch)"	"Ley, Tabu,Tess, Faya,Afrisa International Orchestra"	"1940-2013,1966-,"	
122064283	R 1858 122064283	N'Gothias N'Gothias / Afi La Princesse		"lin,fre"	Enth.: Motuna. Laissez tomber. N'Gothias-N'Gothias. Nabikisa n'zoto	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1858	Verlags-Bestellnummer	8687/207					1978	""		"Musik,Kongo,Populäre Musik"	2004/340			Interpr.: Afi Mangazani	Veröffentlichung (musikalisches Werk)	""	""	"Interpretation (durch)"	"Afi"	""	
122065603	R 1240 122065603	Je suis faché / Abeti		"lin,fre"	Enth.:Je suis faché. Lolo. Viens mon amour. Piége ya bolingo	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 1240	Verlags-Bestellnummer	AM 033, BSM 999					1985	"Paris"	Bade Stars Music	"Afrika,Musik,Kongo,Populäre Musik"	54.846				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1012128296,http://d-nb.info/gnd/3058937-X"	"Abeti,Redoutables (Musikgruppe)"	"Interpretation (durch),Interpretation (durch)"	"Abeti,Redoutables"	"1951-1994,"	
122308166	R 046 122308166	Bibile / Abeti		"und"	Enth.: Bibile. Papi Yaka. Aziza. Abumba. Safari. Mama. Gamanbele. Fulani. Kisima. Mutoto Wangu. Nya na fesa. Masikini. Gogo. Miwela	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 046	Verlags-Bestellnummer	AME 9101			Matrix-Nummer	Matrix-Nr. AME91.01A;AME91.01B	1975	"New York"	African Music Explosion Records (Makossa Records)	"Musik,Kongo,Populäre Musik"	1980/1173	Matrix-Nr. AME91.01A;AME91.01B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1012128296"	"Abeti"	"Beteiligte Person/Körperschaft"	"Abeti"	"1951-1994"	
122335422	R 2351 122335422	Les Mayeno a gogo / L'orchestre T.P.O.K Jazz (Héritage de Franco) avec le Commandant Josky Kiambukuta		"lin"	Enth.: Baby. Serrer-Serrer. Cheri Desis. Fariya. Ba Pensees. Kita-Mata. Minzata	1 Schallpl. ; 33 UpM, stereo	Signatur	R 2351	Verlags-Bestellnummer	EBS 001					1991	"S.l.,Bruxelles"	Edition Masiya, E.B.S. (Distr. Europe)	"Musik,Kongo,Populäre Musik"	2004/356				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1036118002,http://d-nb.info/gnd/3015656-7"	"Josky,Tout-Puissant OK Jazz"	"Interpretation (durch),Interpretation (durch)"	"Josky,Tout-Puissant OK Jazz"	"1949-2021,"	
122337255	R 2036 122337255	Télégramme / Trio Madjesi d'Afrique	Eds. Ignobili	"und"	Enth.: Télégramme. Mamie. Chateau Rouge. Mageo Micha, Télégramme. Nazareth	1 Schallpl. ; 33 UpM, stereo	Signatur	R 2036	Verlags-Bestellnummer	30					1980	"S.L"	Galadisk	"Musik,Kongo,Populäre Musik"	2004/318			Interpr.: Trio Madjesi	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3059061-9"	"Trio Madjesi (Musikgruppe)"	"Interpretation (durch)"	"Trio Madjesi"	""	
122337859	R 2195 122337859	Franco et l'Orchestre O.K. Jazz	L'Afrique danse	"lin"	Enth.: Nganda Maboke Naboyi. Dede Kabola Mikolo. La Verite de Franco. Matinda. Cesar Aboya Yo. Gare a toi Marie. Chaleco. Lisaso ya Kronembourg. Timothee Abamgi Makambo. Yo Mabali Tapale	1 Schallpl. ; 33 UpM	Signatur	R 2195	Verlags-Bestellnummer	360.006					1968	"S.l."	African	"Musik,Kongo,Populäre Musik"	2004/360	(P) 1966-1968		Interpr.: Franco. Orch. O.K. Jazz	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034498649,http://d-nb.info/gnd/3015656-7"	"Franco, Musiker,Tout-Puissant OK Jazz"	"Interpretation (durch),Interpretation (durch)"	"Franco <Musiker>,Tout-Puissant OK Jazz"	"1938-1989,"	
122338170	R 050 122338170	Docteur Nico & L'Orchestre African Fiesta Sukisa / Docteur Nico & L'Orchestre African Fiesta Sukisa	L'Afrique danse/Sukisa	"lin,fre"	Enth.: Sadi na boyi masumu. Kamunganzi ko. Ntumba. Mokili ya Nzambe. Fanta Diara. Echantillon ya pamba. Sizarine. Nazali se mobali na yo. Tu m'as deçu chouchou. Bolingo ya sens unique	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 050	Verlags-Bestellnummer	African 360.024 B			Matrix-Nummer	Matrix-Nr. 360024-A;360024-B	1970	"Paris"	African	"Musik,Kongo,Lingala,Populäre Musik"	1980/1168	Matrix-Nr. 360024-A;360024-B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135147484,http://d-nb.info/gnd/3058909-5"	"Nico, Docteur,African Fiesta"	"Interpretation (durch),Interpretation (durch)"	"Nico <Docteur>,African Fiesta"	"1939-1985,"	
12233941X	R 2346 12233941X	Le Congo danse / Orchestre OK Jazz ...		"und"	Enth.: Lumumba héros national. Monsieur, on va se marier. Tshanana. Malea Ma-Bobe. Ah! Ne croyez jamais à ces belles paroles. Brazza tu capital. Mobali ya lisano. Ndo-Ndo. Natali yonso pamba. Carraguao alante	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 2346	Verlags-Bestellnummer	PTX 40.554					1966	"Paris"	Pathé Marconi	"Musik,Kongo,Populäre Musik"	2004/321				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034498649,,http://d-nb.info/gnd/13435852X,http://d-nb.info/gnd/1143257049,http://d-nb.info/gnd/1330161262,,,http://d-nb.info/gnd/3015656-7,http://d-nb.info/gnd/3059063-2,http://d-nb.info/gnd/3059064-4,http://d-nb.info/gnd/3059065-6,http://d-nb.info/gnd/3059066-8"	"Franco, Musiker,,Dibango, Manu,Longomba, Victor,Mamadou, Ntounta Albert Alias,,,Tout-Puissant OK Jazz,Orchestre Bantou (Musikgruppe),Orchestre Beguen Band,Orchestre Ambiance Jazz,Orchestre Cercul Jazz"	"Interpretation (durch),Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Interpretation (durch),Interpretation (durch),Interpretation (durch),Interpretation (durch),Interpretation (durch)"	"Franco <Musiker>,Pamelo,Dibango, Manu,Longomba, Victor,Mamadou, Ntounta Albert Alias,Gérard, Biyela,Ebeny, Paul,Tout-Puissant OK Jazz,Orchestre Bantou,Orchestre Beguen Band,Orchestre Ambiance Jazz,Orchestre Cercul Jazz"	"1938-1989,,1933-2020,1932-,,,,,,,,"	
122339673	R 2225 122339673	Afrique de l'Ouest / Docteur Nico. Orchestre African Fiesta Sukisa	L'Afrique danse	"und"	Enth.: Afrique de L'Ouest. Asala Malekoun. Ruguia. Lucifer. Adieu Freetown. Echanton Yapamba. Cherie, Julie Nalingaka. Bolingo Ezali Mpo na Kisite	1 Schallpl. ; 33 UpM	Signatur	R 2225	Verlags-Bestellnummer	360.020					1970	"S.l."	African	"Musik,Kongo,Populäre Musik"	2004/322			Interpr.: Dr. Nico. African Fiesta	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135147484,http://d-nb.info/gnd/3058909-5"	"Nico, Docteur,African Fiesta"	"Interpretation (durch),Interpretation (durch)"	"Nico <Docteur>,African Fiesta"	"1939-1985,"	
122339762	R 447 122339762	L'Afrique Danse / [div. Interpreten]	L'Afrique danse	"lin,fre"	Enth.: Jolie Nana. Mbombo ya Tshimbalanga. Camarade ya Kinshasa. B.B.B.. Nouveau régime. Sala lokolo linga ngai. Mokolo se mokolo. Palado-Palado. Magie. Bila François	1 Schallpl. ; 33 UpM, stereo	Signatur	R 447	Verlags-Bestellnummer	African 360.003					1966	"Paris"	African (Sonodisc)	"Musik,Kongo,Lingala,Populäre Musik"	1992/1433				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135431611,,,http://d-nb.info/gnd/1079823034,,http://d-nb.info/gnd/3020346-6,http://d-nb.info/gnd/3059012-7"	"Kabasele, Joseph,,,Bholen,,African Jazz,Orchestre Negro Succes"	"Interpretation (durch),Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Interpretation (durch),Interpretation (durch)"	"Kabasele, Joseph,Kwami,Bavon,Bholen,Robin, ...,African Jazz,Orchestre Negro Succes"	"1930-1983,,,1936-,,,"	
122339878	R 2359 122339878	S.O.S. Passe Partout / Lubumbashi Stars		"und"	Enth.: SOS passe partout. Mikelina. Kaka. Kipenzi. Nachelewa Bibi. Masikini Malaika. 20ème siecle. Boipuso	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 2359	Verlags-Bestellnummer	LP 70707					1994	"Paris"	Sonodisc	"Musik,Kongo,Paris,Populäre Musik"	2004/323				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3059067-X"	"Lubumbashi Stars (Musikgruppe)"	"Interpretation (durch)"	"Lubumbashi Stars"	""	
122339975	R 2360 122339975	African Jazz / Orch. African Jazz	Authenticité	"und"	Enth.: Matanga ya Mobido. Lolita. Lipopo ya ba Nganga. Jamais kolonga. Lolo wa ngai. Tangana Rumba Matata. Maria Mama na Mulanba. Information 3171. Adios Tete. Anishayi. Djumanango. Yoka Nainu Miziki. Pablito de su amor	1 Schallpl. ; 33 UpM	Signatur	R 2360	Verlags-Bestellnummer	360.107 B					1964	"S.l."	African	"Musik,Kongo,Populäre Musik"	2004/324				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3020346-6"	"African Jazz"	"Interpretation (durch)"	"African Jazz"	""	
122340043	R 2349 122340043	Orchestre OK Jazz, Conga Succès ...	L'Afrique danse	"lin"	Enth.: Quatre boutons. Savon Reward chez Marsavco. Bana conga baleli liwa ya Sinatra. Finga mama munu. Revolver. Tonton. Quand le film est triste. Semeki nde ndeko. Alberto siempre conga. Timothee abangi makambo	1 Schallpl. ; 33 UpM	Signatur	R 2349	Verlags-Bestellnummer	360.001					1966	"S.l."	African	"Musik,Kongo,Populäre Musik"	2004/357				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034498649,http://d-nb.info/gnd/1062802179,http://d-nb.info/gnd/1183717806,http://d-nb.info/gnd/1143257049,,,http://d-nb.info/gnd/3072366-8,http://d-nb.info/gnd/3015656-7"	"Franco, Musiker,Bokelo, Johnny,Mujos,Longomba, Victor,,,Conga Succès (Musikgruppe),Tout-Puissant OK Jazz"	"Interpretation (durch),Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft,Interpretation (durch),Interpretation (durch)"	"Franco <Musiker>,Bokelo, Johnny,Mujos,Longomba, Victor,Alberto,Mogo,Conga Succès,Tout-Puissant OK Jazz"	"1938-1989,193X-1995,,1932-,,,,"	
122363213	R 2361 122363213	Aladji / Sam Mangwana		"und"	Enthält: Kabibi. Aladji. Antonio. Trans-Beros. Toyaki kobina. Soweto	1 Schallpl. ; 33 UpM, stereo	Signatur	R 2361	Verlags-Bestellnummer	Shanachie 64017			Matrix-Nummer	Matrixnummern: 49597 SH - 64017 - A, 49597 SH - 64017 - B	1989	"Newton"	Shanachie Records	"Musik,Kongo,Populäre Musik"	2004/325	Originalausgabe: Paris, Syllart Records, 1987 - Matrixnummern: 49597 SH - 64017 - A, 49597 SH - 64017 - B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/13511263X"	"Mangwana, Sam"	"Interpretation (durch)"	"Mangwana, Sam"	"1945-"	
122363442	R 2366 122363442	Fatimata - Capita Général / Sam Mangwana		"lin"	Enth.: Fatimata. Yamba nga Soweto. Capita General. Zimbabwe my love	1 Schallpl. ; 33 UpM, stereo	Signatur	R 2366	Verlags-Bestellnummer	0020, EDL SURYA 002			Matrix-Nummer	Matrix-Nr.: I.A.D. EDI-SURYA 002/86 A R.P.CONGO 0020 A;I.A.D. EDI-SURYA 002/86 B R.P.CONGO 0020 B	1986	"Brazzaville"	Surya	"Musik,Kongo,Populäre Musik"	2004/326	Matrix-Nr.: I.A.D. EDI-SURYA 002/86 A R.P.CONGO 0020 A;I.A.D. EDI-SURYA 002/86 B R.P.CONGO 0020 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/13511263X"	"Mangwana, Sam"	"Interpretation (durch)"	"Mangwana, Sam"	"1945-"	
